1.317599010467529297e+01,1.221403121948242188e+01,-5.432674407958984375e+00,2.035603761672973633e+00,4.678550720214843750e+00,1.820884704589843750e+00,1.861405611038208008e+00,5.000000000000000000e+00
4.837656021118164062e+01,2.659719944000244141e+00,-5.059466361999511719e+00,2.418700218200683594e+00,5.575675487518310547e+00,2.434819459915161133e+00,1.777620553970336914e+00,5.000000000000000000e+00
3.445777511596679688e+01,-1.788590431213378906e+01,-5.731468200683593750e+00,6.623322367668151855e-01,6.067358255386352539e-01,1.677217006683349609e+00,4.907436847686767578e+00,4.000000000000000000e+00
4.762885665893554688e+01,-2.817144966125488281e+01,-5.446140289306640625e+00,6.413314938545227051e-01,5.755888819694519043e-01,1.685966134071350098e+00,1.671284437179565430e+00,4.000000000000000000e+00
-6.700439453125000000e+01,-3.456016540527343750e+01,-6.145366668701171875e+00,6.978135108947753906e-01,6.978716850280761719e-01,1.672432780265808105e+00,3.054433584213256836e+00,4.000000000000000000e+00
3.811146545410156250e+01,3.004992485046386719e+01,-5.794143676757812500e+00,6.429684162139892578e-01,5.661644935607910156e-01,1.679126977920532227e+00,4.914275646209716797e+00,4.000000000000000000e+00
3.341971588134765625e+01,-1.511446762084960938e+01,-5.723759174346923828e+00,6.756363511085510254e-01,6.628551483154296875e-01,1.665385842323303223e+00,4.935181140899658203e+00,4.000000000000000000e+00
7.535896301269531250e+01,-2.789437294006347656e+01,-5.892185211181640625e+00,7.205693125724792480e-01,6.529885530471801758e-01,1.696496129035949707e+00,4.850515365600585938e+00,4.000000000000000000e+00
-2.744202613830566406e+01,2.023027992248535156e+01,-5.804626464843750000e+00,6.272512078285217285e-01,5.622283220291137695e-01,1.676648378372192383e+00,4.850603103637695312e+00,4.000000000000000000e+00
3.495526611804962158e-01,4.565981674194335938e+01,-5.783684253692626953e+00,6.872792243957519531e-01,6.556615233421325684e-01,1.690222859382629395e+00,6.071953773498535156e+00,4.000000000000000000e+00
-3.011180460453033447e-01,3.065995597839355469e+01,-5.886593818664550781e+00,7.760747671127319336e-01,6.813787221908569336e-01,1.680313467979431152e+00,1.766648292541503906e+00,4.000000000000000000e+00
9.060906410217285156e+00,-1.773020172119140625e+01,-5.575579643249511719e+00,6.619592905044555664e-01,6.056161522865295410e-01,1.687739372253417969e+00,4.845327854156494141e+00,4.000000000000000000e+00
2.933425521850585938e+01,3.175066757202148438e+01,-4.853162765502929688e+00,7.183835506439208984e-01,6.565277576446533203e-01,1.717808485031127930e+00,1.810962915420532227e+00,4.000000000000000000e+00
8.868605041503906250e+01,-3.168414688110351562e+01,-6.059381484985351562e+00,6.841322779655456543e-01,5.729011297225952148e-01,1.681221008300781250e+00,4.975519657135009766e+00,4.000000000000000000e+00
-3.366436767578125000e+01,-3.160468673706054688e+01,-5.909113407135009766e+00,6.423351168632507324e-01,5.709568262100219727e-01,1.667051672935485840e+00,4.844773292541503906e+00,4.000000000000000000e+00
6.256601715087890625e+01,2.026947975158691406e+01,-5.850130558013916016e+00,6.823556423187255859e-01,5.932158231735229492e-01,1.658419489860534668e+00,1.796646952629089355e+00,4.000000000000000000e+00
3.670571136474609375e+01,3.375548171997070312e+01,-5.494141578674316406e+00,6.352530717849731445e-01,5.760183930397033691e-01,1.713714003562927246e+00,1.853704214096069336e+00,4.000000000000000000e+00
4.536468887329101562e+01,-1.906131553649902344e+01,-5.782083511352539062e+00,7.275814414024353027e-01,7.160618901252746582e-01,1.686152338981628418e+00,4.923121452331542969e+00,4.000000000000000000e+00
4.082140731811523438e+01,-1.995480537414550781e+01,-5.722622871398925781e+00,7.214265465736389160e-01,7.031042575836181641e-01,1.666125059127807617e+00,4.890269279479980469e+00,4.000000000000000000e+00
-7.337796783447265625e+01,-5.019513320922851562e+01,-5.983592987060546875e+00,6.552041769027709961e-01,6.419615149497985840e-01,1.679883718490600586e+00,3.124097585678100586e+00,4.000000000000000000e+00
4.417533874511718750e+00,4.570711517333984375e+01,-5.932927608489990234e+00,6.417866349220275879e-01,5.876273512840270996e-01,1.683377385139465332e+00,3.191910266876220703e+00,4.000000000000000000e+00
